         4        38       781       781B   
 E STATE HAS LABEL B   
 VIBRATIONAL LEVELS FOR STATE E IN 1/CM FOR J=  3
      956.00  0.336784E+10 0.720129E+10 0.284023E+10 0.227761E+10
      966.00  0.319077E+10 0.619805E+10 0.373649E+10 0.272844E+10
      976.00  0.296520E+10 0.523443E+10 0.472255E+10 0.314076E+10
      986.00  0.269930E+10 0.432565E+10 0.578043E+10 0.349709E+10
      996.00  0.240238E+10 0.348489E+10 0.689045E+10 0.378336E+10
     1006.00  0.208453E+10 0.272308E+10 0.803172E+10 0.398917E+10
     1016.00  0.175640E+10 0.204880E+10 0.918272E+10 0.410791E+10
     1026.00  0.142889E+10 0.146818E+10 0.103218E+11 0.413673E+10
     1036.00  0.111286E+10 0.984968E+09 0.114278E+11 0.407647E+10
     1046.00  0.818899E+09 0.600534E+09 0.124803E+11 0.393139E+10
     1056.00  0.557067E+09 0.314011E+09 0.134603E+11 0.370889E+10
     1066.00  0.336675E+09 0.122434E+09 0.143505E+11 0.341912E+10
     1076.00  0.166092E+09 0.209301E+08 0.151357E+11 0.307453E+10
     1086.00  0.525818E+08 0.294579E+07 0.158030E+11 0.268940E+10
     1096.00  0.216645E+07 0.604889E+08 0.163420E+11 0.227930E+10
     1106.00  0.195241E+08 0.184395E+09 0.167450E+11 0.186061E+10
     1116.00  0.107918E+09 0.364600E+09 0.170069E+11 0.144995E+10
     1126.00  0.269159E+09 0.590423E+09 0.171257E+11 0.106371E+10
     1136.00  0.503595E+09 0.850836E+09 0.171016E+11 0.717582E+09
     1146.00  0.810133E+09 0.113474E+10 0.169378E+11 0.426114E+09
     1156.00  0.118629E+10 0.143121E+10 0.166397E+11 0.202343E+09
     1166.00  0.162827E+10 0.172975E+10 0.162150E+11 0.574635E+08
     1176.00  0.213106E+10 0.202048E+10 0.156734E+11 0.571624E+06
     1186.00  0.268853E+10 0.229436E+10 0.150263E+11 0.384687E+08
     1196.00  0.329360E+10 0.254332E+10 0.142865E+11 0.175533E+09
     1206.00  0.393835E+10 0.276042E+10 0.134678E+11 0.413660E+09
     1216.00  0.461423E+10 0.293991E+10 0.125850E+11 0.752261E+09
     1226.00  0.531214E+10 0.307737E+10 0.116532E+11 0.118833E+10
     1236.00  0.602269E+10 0.316969E+10 0.106877E+11 0.171656E+10
     1246.00  0.673629E+10 0.321509E+10 0.970379E+10 0.232953E+10
     1256.00  0.744335E+10 0.321313E+10 0.871612E+10 0.301789E+10
     1266.00  0.813447E+10 0.316465E+10 0.773881E+10 0.377064E+10
     1276.00  0.880051E+10 0.307169E+10 0.678503E+10 0.457539E+10
     1286.00  0.943281E+10 0.293740E+10 0.586683E+10 0.541871E+10
     1296.00  0.100232E+11 0.276596E+10 0.499499E+10 0.628635E+10
     1306.00  0.105644E+11 0.256241E+10 0.417887E+10 0.716365E+10
     1316.00  0.110496E+11 0.233256E+10 0.342629E+10 0.803583E+10
     1326.00  0.114732E+11 0.208280E+10 0.274351E+10 0.888828E+10
     1336.00  0.118303E+11 0.181998E+10 0.213518E+10 0.970688E+10
     1346.00  0.121169E+11 0.155125E+10 0.160431E+10 0.104783E+11
     1356.00  0.123304E+11 0.128388E+10 0.115235E+10 0.111900E+11
     1366.00  0.124689E+11 0.102514E+10 0.779229E+09 0.118311E+11
     1376.00  0.125315E+11 0.782130E+09 0.483435E+09 0.123916E+11
     1386.00  0.125186E+11 0.561659E+09 0.262143E+09 0.128635E+11
     1396.00  0.124313E+11 0.370112E+09 0.111334E+09 0.132401E+11
     1406.00  0.122717E+11 0.213335E+09 0.259447E+08 0.135167E+11
     1416.00  0.120429E+11 0.965372E+08 0.255495E+05 0.136903E+11
     1426.00  0.117486E+11 0.241993E+08 0.269076E+08 0.137595E+11
     1436.00  0.113934E+11 0.794325E+04 0.993741E+08 0.137249E+11
     1446.00  0.109824E+11 0.268002E+08 0.209834E+09 0.135887E+11
     1456.00  0.105214E+11 0.106526E+09 0.350494E+09 0.133547E+11
     1466.00  0.100165E+11 0.240230E+09 0.513524E+09 0.130281E+11
     1476.00  0.947434E+10 0.428044E+09 0.691218E+09 0.126154E+11
     1486.00  0.890159E+10 0.669199E+09 0.876141E+09 0.121244E+11
     1496.00  0.830523E+10 0.962053E+09 0.106126E+10 0.115637E+11
     1506.00  0.769223E+10 0.130413E+10 0.124009E+10 0.109429E+11
     1516.00  0.706955E+10 0.169217E+10 0.140674E+10 0.102721E+11
     1526.00  0.644401E+10 0.212219E+10 0.155609E+10 0.956175E+10
     1536.00  0.582221E+10 0.258958E+10 0.168378E+10 0.882260E+10
     1546.00  0.521045E+10 0.308915E+10 0.178630E+10 0.806540E+10
     1556.00  0.461467E+10 0.361524E+10 0.186102E+10 0.730071E+10
     1566.00  0.404038E+10 0.416182E+10 0.190622E+10 0.653876E+10
     1576.00  0.349258E+10 0.472254E+10 0.192105E+10 0.578930E+10
     1586.00  0.297577E+10 0.529091E+10 0.190556E+10 0.506142E+10
     1596.00  0.249385E+10 0.586030E+10 0.186060E+10 0.436346E+10
     1606.00  0.205012E+10 0.642414E+10 0.178786E+10 0.370287E+10
     1616.00  0.164729E+10 0.697591E+10 0.168973E+10 0.308617E+10
     1626.00  0.128740E+10 0.750931E+10 0.156928E+10 0.251884E+10
     1636.00  0.971881E+09 0.801831E+10 0.143014E+10 0.200528E+10
     1646.00  0.701546E+09 0.849722E+10 0.127644E+10 0.154882E+10
     1656.00  0.476588E+09 0.894080E+10 0.111272E+10 0.115169E+10
     1666.00  0.296618E+09 0.934426E+10 0.943788E+09 0.815013E+09
     1676.00  0.160694E+09 0.970338E+10 0.774674E+09 0.538888E+09
     1686.00  0.673501E+08 0.100145E+11 0.610492E+09 0.322404E+09
     1696.00  0.146448E+08 0.102746E+11 0.456360E+09 0.163712E+09
     1706.00  0.202505E+06 0.104812E+11 0.317294E+09 0.601094E+08
     1716.00  0.212647E+08 0.106327E+11 0.198123E+09 0.811994E+07
     1726.00  0.747418E+08 0.107279E+11 0.103400E+09 0.359669E+07
     1736.00  0.157269E+09 0.107666E+11 0.373243E+08 0.418250E+08
     1746.00  0.265260E+09 0.107488E+11 0.367080E+07 0.117633E+09
     1756.00  0.394967E+09 0.106756E+11 0.572894E+07 0.225502E+09
     1766.00  0.542536E+09 0.105483E+11 0.462499E+08 0.359684E+09
     1776.00  0.704061E+09 0.103691E+11 0.127405E+09 0.514311E+09
     1786.00  0.875639E+09 0.101406E+11 0.250753E+09 0.683504E+09
     1796.00  0.105342E+10 0.986584E+10 0.417219E+09 0.861481E+09
     1806.00  0.123367E+10 0.954831E+10 0.627086E+09 0.104265E+10
     1816.00  0.141280E+10 0.919191E+10 0.879990E+09 0.122171E+10
     1826.00  0.158739E+10 0.880085E+10 0.117493E+10 0.139372E+10
     1836.00  0.175428E+10 0.837961E+10 0.151029E+10 0.155419E+10
     1846.00  0.191058E+10 0.793287E+10 0.188386E+10 0.169911E+10
     1856.00  0.205366E+10 0.746542E+10 0.229289E+10 0.182505E+10
     1866.00  0.218123E+10 0.698215E+10 0.273410E+10 0.192916E+10
     1876.00  0.229134E+10 0.648796E+10 0.320375E+10 0.200921E+10
     1886.00  0.238238E+10 0.598771E+10 0.369771E+10 0.206362E+10
     1896.00  0.245310E+10 0.548616E+10 0.421148E+10 0.209144E+10
     1906.00  0.250262E+10 0.498791E+10 0.474029E+10 0.209237E+10
     1916.00  0.253042E+10 0.449738E+10 0.527915E+10 0.206674E+10
     1926.00  0.253635E+10 0.401872E+10 0.582291E+10 0.201546E+10
     1936.00  0.252059E+10 0.355581E+10 0.636635E+10 0.194002E+10
     1946.00  0.248368E+10 0.311221E+10 0.690421E+10 0.184242E+10
     1956.00  0.242646E+10 0.269113E+10 0.743130E+10 0.172515E+10
     1966.00  0.235007E+10 0.229539E+10 0.794254E+10 0.159110E+10
     1976.00  0.225595E+10 0.192744E+10 0.843303E+10 0.144353E+10
     1986.00  0.214576E+10 0.158931E+10 0.889808E+10 0.128598E+10
     1996.00  0.202139E+10 0.128261E+10 0.933332E+10 0.112223E+10
     2006.00  0.188493E+10 0.100852E+10 0.973468E+10 0.956209E+09
     2016.00  0.173863E+10 0.767822E+09 0.100985E+11 0.791931E+09
     2026.00  0.158484E+10 0.560881E+09 0.104215E+11 0.633439E+09
     2036.00  0.142604E+10 0.387658E+09 0.107008E+11 0.484724E+09
     2046.00  0.126475E+10 0.247731E+09 0.109342E+11 0.349667E+09
     2056.00  0.110352E+10 0.140317E+09 0.111197E+11 0.231978E+09
     2066.00  0.944894E+09 0.642913E+08 0.112560E+11 0.135138E+09
     2076.00  0.791385E+09 0.182149E+08 0.113422E+11 0.623442E+08
     2086.00  0.645435E+09 0.365818E+06 0.113780E+11 0.164694E+08
     2096.00  0.509390E+09 0.876919E+07 0.113636E+11 0.160714E+05
     2106.00  0.385476E+09 0.412313E+08 0.112996E+11 0.150843E+08
     2116.00  0.275770E+09 0.953742E+08 0.111870E+11 0.633431E+08
     2126.00  0.182182E+09 0.168672E+09 0.110276E+11 0.146010E+09
     2136.00  0.106429E+09 0.258487E+09 0.108232E+11 0.263836E+09
     2146.00  0.500247E+08 0.362105E+09 0.105762E+11 0.417098E+09
     2156.00  0.142592E+08 0.476772E+09 0.102893E+11 0.605600E+09
     2166.00  0.190068E+06 0.599731E+09 0.996567E+10 0.828675E+09
     2176.00  0.863264E+07 0.728251E+09 0.960854E+10 0.108520E+10
     2186.00  0.401536E+08 0.859664E+09 0.922148E+10 0.137362E+10
     2196.00  0.950681E+08 0.991395E+09 0.880823E+10 0.169195E+10
     2206.00  0.173439E+09 0.112099E+10 0.837271E+10 0.203783E+10
     2216.00  0.275078E+09 0.124613E+10 0.791889E+10 0.240855E+10
     2226.00  0.399554E+09 0.136469E+10 0.745083E+10 0.280107E+10
     2236.00  0.546195E+09 0.147470E+10 0.697259E+10 0.321207E+10
     2246.00  0.714102E+09 0.157444E+10 0.648820E+10 0.363802E+10
     2256.00  0.902160E+09 0.166237E+10 0.600162E+10 0.407519E+10
     2266.00  0.110905E+10 0.173722E+10 0.551671E+10 0.451968E+10
     2276.00  0.133326E+10 0.179793E+10 0.503716E+10 0.496754E+10
     2286.00  0.157312E+10 0.184372E+10 0.456649E+10 0.541473E+10
     2296.00  0.182680E+10 0.187404E+10 0.410803E+10 0.585724E+10
     2306.00  0.209234E+10 0.188859E+10 0.366483E+10 0.629109E+10
     2316.00  0.236766E+10 0.188733E+10 0.323972E+10 0.671239E+10
     2326.00  0.265060E+10 0.187044E+10 0.283520E+10 0.711739E+10
     2336.00  0.293894E+10 0.183836E+10 0.245352E+10 0.750250E+10
     2346.00  0.323038E+10 0.179173E+10 0.209659E+10 0.786435E+10
     2356.00  0.352263E+10 0.173140E+10 0.176600E+10 0.819980E+10
     2366.00  0.381338E+10 0.165841E+10 0.146301E+10 0.850600E+10
     2376.00  0.410035E+10 0.157398E+10 0.118857E+10 0.878039E+10
     2386.00  0.438127E+10 0.147950E+10 0.943294E+09 0.902074E+10
     2396.00  0.465396E+10 0.137648E+10 0.727476E+09 0.922515E+10
     2406.00  0.491631E+10 0.126654E+10 0.541101E+09 0.939209E+10
     2416.00  0.516629E+10 0.115141E+10 0.383856E+09 0.952037E+10
     2426.00  0.540200E+10 0.103289E+10 0.255143E+09 0.960921E+10
     2436.00  0.562167E+10 0.912828E+09 0.154097E+09 0.965817E+10
     2446.00  0.582365E+10 0.793102E+09 0.796072E+08 0.966719E+10
     2456.00  0.600647E+10 0.675593E+09 0.303368E+08 0.963658E+10
     2466.00  0.616881E+10 0.562170E+09 0.474625E+07 0.956700E+10
     2476.00  0.630953E+10 0.454664E+09 0.111874E+07 0.945944E+10
     2486.00  0.642765E+10 0.354850E+09 0.175853E+08 0.931522E+10
     2496.00  0.652242E+10 0.264426E+09 0.521513E+08 0.913597E+10
     2506.00  0.659324E+10 0.184998E+09 0.102723E+09 0.892359E+10
     2516.00  0.663971E+10 0.118060E+09 0.167137E+09 0.868022E+10
     2526.00  0.666165E+10 0.649842E+08 0.243181E+09 0.840824E+10
     2536.00  0.665904E+10 0.270001E+08 0.328628E+09 0.811024E+10
     2546.00  0.663206E+10 0.518884E+07 0.421256E+09 0.778895E+10
     2556.00  0.658109E+10 0.470326E+06 0.518877E+09 0.744727E+10
     2566.00  0.650666E+10 0.135957E+08 0.619356E+09 0.708817E+10
     2576.00  0.640949E+10 0.451408E+08 0.720638E+09 0.671471E+10
     2586.00  0.629046E+10 0.955015E+08 0.820765E+09 0.633001E+10
     2596.00  0.615061E+10 0.164891E+09 0.917898E+09 0.593716E+10
     2606.00  0.599111E+10 0.253340E+09 0.101033E+10 0.553927E+10
     2616.00  0.581326E+10 0.360696E+09 0.109651E+10 0.513936E+10
     2626.00  0.561849E+10 0.486627E+09 0.117503E+10 0.474041E+10
     2636.00  0.540833E+10 0.630624E+09 0.124469E+10 0.434528E+10
     2646.00  0.518439E+10 0.792012E+09 0.130443E+10 0.395670E+10
     2656.00  0.494838E+10 0.969950E+09 0.135341E+10 0.357725E+10
     2666.00  0.470206E+10 0.116345E+10 0.139097E+10 0.320934E+10
     2676.00  0.444722E+10 0.137137E+10 0.141665E+10 0.285519E+10
     2686.00  0.418572E+10 0.159244E+10 0.143017E+10 0.251683E+10
     2696.00  0.391940E+10 0.182528E+10 0.143146E+10 0.219605E+10
     2706.00  0.365014E+10 0.206840E+10 0.142062E+10 0.189443E+10
     2716.00  0.337977E+10 0.232021E+10 0.139795E+10 0.161330E+10
     2726.00  0.311014E+10 0.257904E+10 0.136390E+10 0.135376E+10
     2736.00  0.284302E+10 0.284317E+10 0.131912E+10 0.111667E+10
     2746.00  0.258016E+10 0.311083E+10 0.126437E+10 0.902634E+09
     2756.00  0.232323E+10 0.338020E+10 0.120058E+10 0.712029E+09
     2766.00  0.207383E+10 0.364946E+10 0.112880E+10 0.544990E+09
     2776.00  0.183348E+10 0.391679E+10 0.105020E+10 0.401422E+09
     2786.00  0.160359E+10 0.418038E+10 0.966031E+09 0.281012E+09
     2796.00  0.138550E+10 0.443843E+10 0.877639E+09 0.183239E+09
     2806.00  0.118041E+10 0.468920E+10 0.786432E+09 0.107384E+09
     2816.00  0.989402E+09 0.493102E+10 0.693865E+09 0.525473E+08
     2826.00  0.813458E+09 0.516226E+10 0.601427E+09 0.176629E+08
     2836.00  0.653416E+09 0.538139E+10 0.510621E+09 0.151492E+07
     2846.00  0.509986E+09 0.558697E+10 0.422949E+09 0.275604E+07
     2856.00  0.383746E+09 0.577765E+10 0.339893E+09 0.199256E+08
     2866.00  0.275139E+09 0.595221E+10 0.262904E+09 0.514688E+08
     2876.00  0.184471E+09 0.610954E+10 0.193382E+09 0.957561E+08
     2886.00  0.111916E+09 0.624866E+10 0.132666E+09 0.151103E+09
     2896.00  0.575148E+08 0.636872E+10 0.820162E+08 0.215788E+09
     2906.00  0.211760E+08 0.646902E+10 0.426049E+08 0.288075E+09
     2916.00  0.268294E+07 0.654898E+10 0.155036E+08 0.366229E+09
     2926.00  0.169602E+07 0.660819E+10 0.167309E+07 0.448536E+09
     2936.00  0.177582E+08 0.664637E+10 0.195463E+07 0.533319E+09
     2946.00  0.503008E+08 0.666338E+10 0.170618E+08 0.618956E+09
     2956.00  0.986501E+08 0.665925E+10 0.475747E+08 0.703896E+09
     2966.00  0.162034E+09 0.663414E+10 0.939341E+08 0.786671E+09
     2976.00  0.239592E+09 0.658832E+10 0.156439E+09 0.865909E+09
     2986.00  0.330378E+09 0.652225E+10 0.235243E+09 0.940351E+09
     2996.00  0.433374E+09 0.643648E+10 0.330354E+09 0.100885E+10
     3006.00  0.547500E+09 0.633170E+10 0.441635E+09 0.107040E+10
     3016.00  0.671615E+09 0.620872E+10 0.568805E+09 0.112412E+10
     3026.00  0.804535E+09 0.606843E+10 0.711444E+09 0.116927E+10
     3036.00  0.945039E+09 0.591187E+10 0.868994E+09 0.120526E+10
     3046.00  0.109188E+10 0.574014E+10 0.104076E+10 0.123164E+10
     3056.00  0.124378E+10 0.555443E+10 0.122594E+10 0.124813E+10
     3066.00  0.139948E+10 0.535601E+10 0.142360E+10 0.125456E+10
     3076.00  0.155769E+10 0.514619E+10 0.163270E+10 0.125094E+10
     3086.00  0.171714E+10 0.492637E+10 0.185209E+10 0.123741E+10
     3096.00  0.187660E+10 0.469797E+10 0.208056E+10 0.121426E+10
     3106.00  0.203483E+10 0.446243E+10 0.231678E+10 0.118189E+10
     3116.00  0.219064E+10 0.422125E+10 0.255939E+10 0.114084E+10
     3126.00  0.234290E+10 0.397590E+10 0.280695E+10 0.109177E+10
     3136.00  0.249049E+10 0.372787E+10 0.305797E+10 0.103544E+10
     3146.00  0.263239E+10 0.347864E+10 0.331095E+10 0.972722E+09
     3156.00  0.276760E+10 0.322965E+10 0.356435E+10 0.904553E+09
     3166.00  0.289521E+10 0.298235E+10 0.381662E+10 0.831963E+09
     3176.00  0.301437E+10 0.273811E+10 0.406622E+10 0.756041E+09
     3186.00  0.312432E+10 0.249827E+10 0.431163E+10 0.677930E+09
     3196.00  0.322437E+10 0.226412E+10 0.455133E+10 0.598810E+09
     3206.00  0.331391E+10 0.203688E+10 0.478388E+10 0.519890E+09
     3216.00  0.339242E+10 0.181769E+10 0.500784E+10 0.442394E+09
     3226.00  0.345946E+10 0.160763E+10 0.522185E+10 0.367545E+09
     3236.00  0.351468E+10 0.140769E+10 0.542463E+10 0.296559E+09
     3246.00  0.355782E+10 0.121877E+10 0.561495E+10 0.230627E+09
     3256.00  0.358871E+10 0.104168E+10 0.579168E+10 0.170908E+09
     3266.00  0.360727E+10 0.877133E+09 0.595378E+10 0.118513E+09
     3276.00  0.361349E+10 0.725755E+09 0.610030E+10 0.744998E+08
     3286.00  0.360745E+10 0.588060E+09 0.623041E+10 0.398600E+08
     3296.00  0.358933E+10 0.464465E+09 0.634337E+10 0.155102E+08
     3306.00  0.355936E+10 0.355284E+09 0.643857E+10 0.228411E+07
     3316.00  0.351786E+10 0.260729E+09 0.651550E+10 0.925140E+06
     3326.00  0.346523E+10 0.180914E+09 0.657378E+10 0.120797E+08
     3336.00  0.340193E+10 0.115852E+09 0.661315E+10 0.362915E+08
     3346.00  0.332846E+10 0.654567E+08 0.663345E+10 0.739974E+08
     3356.00  0.324543E+10 0.295508E+08 0.663467E+10 0.125523E+09
     3366.00  0.315345E+10 0.786417E+07 0.661690E+10 0.191080E+09
     3376.00  0.305320E+10 0.397830E+05 0.658035E+10 0.270767E+09
     3386.00  0.294542E+10 0.563783E+07 0.652534E+10 0.364564E+09
     3396.00  0.283086E+10 0.241405E+08 0.645231E+10 0.472337E+09
     3406.00  0.271032E+10 0.549573E+08 0.636180E+10 0.593839E+09
     3416.00  0.258460E+10 0.974306E+08 0.625443E+10 0.728708E+09
     3426.00  0.245455E+10 0.150842E+09 0.613096E+10 0.876476E+09
     3436.00  0.232101E+10 0.214417E+09 0.599219E+10 0.103657E+10
     3446.00  0.218484E+10 0.287334E+09 0.583903E+10 0.120831E+10
     3456.00  0.204691E+10 0.368729E+09 0.567247E+10 0.139094E+10
     3466.00  0.190805E+10 0.457703E+09 0.549353E+10 0.158359E+10
     3476.00  0.176912E+10 0.553328E+09 0.530334E+10 0.178533E+10
     3486.00  0.163095E+10 0.654655E+09 0.510304E+10 0.199514E+10
     3496.00  0.149435E+10 0.760721E+09 0.489384E+10 0.221195E+10
     3506.00  0.136011E+10 0.870552E+09 0.467695E+10 0.243462E+10
     3516.00  0.122898E+10 0.983178E+09 0.445365E+10 0.266195E+10
     3526.00  0.110169E+10 0.109763E+10 0.422521E+10 0.289273E+10
     3536.00  0.978931E+09 0.121295E+10 0.399291E+10 0.312570E+10
     3546.00  0.861341E+09 0.132820E+10 0.375804E+10 0.335957E+10
     3556.00  0.749523E+09 0.144247E+10 0.352186E+10 0.359306E+10
     3566.00  0.644033E+09 0.155487E+10 0.328565E+10 0.382486E+10
     3576.00  0.545375E+09 0.166454E+10 0.305064E+10 0.405368E+10
     3586.00  0.453999E+09 0.177068E+10 0.281804E+10 0.427826E+10
     3596.00  0.370304E+09 0.187252E+10 0.258901E+10 0.449732E+10
     3606.00  0.294632E+09 0.196933E+10 0.236468E+10 0.470967E+10
     3616.00  0.227267E+09 0.206044E+10 0.214611E+10 0.491410E+10
     3626.00  0.168437E+09 0.214524E+10 0.193433E+10 0.510950E+10
     3636.00  0.118313E+09 0.222317E+10 0.173028E+10 0.529478E+10
     3646.00  0.770054E+08 0.229374E+10 0.153485E+10 0.546893E+10
     3656.00  0.445689E+08 0.235650E+10 0.134887E+10 0.563099E+10
     3666.00  0.210009E+08 0.241109E+10 0.117306E+10 0.578010E+10
     3676.00  0.624299E+07 0.245719E+10 0.100809E+10 0.591547E+10
     3686.00  0.182339E+06 0.249456E+10 0.854537E+09 0.603638E+10
     3696.00  0.265329E+07 0.252303E+10 0.712910E+09 0.614221E+10
     3706.00  0.134394E+08 0.254248E+10 0.583620E+09 0.623243E+10
     3716.00  0.322755E+08 0.255287E+10 0.466999E+09 0.630660E+10
     3726.00  0.588507E+08 0.255420E+10 0.363293E+09 0.636438E+10
     3736.00  0.928102E+08 0.254657E+10 0.272664E+09 0.640553E+10
     3746.00  0.133759E+09 0.253010E+10 0.195190E+09 0.642989E+10
     3756.00  0.181266E+09 0.250499E+10 0.130867E+09 0.643742E+10
     3766.00  0.234863E+09 0.247150E+10 0.796091E+08 0.642816E+10
     3776.00  0.294054E+09 0.242992E+10 0.412546E+08 0.640224E+10
     3786.00  0.358315E+09 0.238061E+10 0.155645E+08 0.635991E+10
     3796.00  0.427099E+09 0.232398E+10 0.222820E+07 0.630147E+10
     3806.00  0.499839E+09 0.226046E+10 0.866430E+06 0.622735E+10
     3816.00  0.575952E+09 0.219054E+10 0.110351E+08 0.613804E+10
     3826.00  0.654844E+09 0.211474E+10 0.322296E+08 0.603410E+10
     3836.00  0.735910E+09 0.203361E+10 0.638894E+08 0.591619E+10
     3846.00  0.818545E+09 0.194772E+10 0.105403E+09 0.578501E+10
     3856.00  0.902139E+09 0.185769E+10 0.156112E+09 0.564136E+10
     3866.00  0.986087E+09 0.176412E+10 0.215319E+09 0.548607E+10
     3876.00  0.106979E+10 0.166765E+10 0.282288E+09 0.532002E+10
     3886.00  0.115267E+10 0.156893E+10 0.356256E+09 0.514417E+10
     3896.00  0.123413E+10 0.146860E+10 0.436432E+09 0.495948E+10
     3906.00  0.131363E+10 0.136732E+10 0.522010E+09 0.476697E+10
     3916.00  0.139063E+10 0.126574E+10 0.612165E+09 0.456768E+10
     3926.00  0.146462E+10 0.116450E+10 0.706070E+09 0.436266E+10
     3936.00  0.153510E+10 0.106424E+10 0.802889E+09 0.415299E+10
     3946.00  0.160161E+10 0.965568E+09 0.901794E+09 0.393974E+10
     3956.00  0.166373E+10 0.869093E+09 0.100196E+10 0.372399E+10
     3966.00  0.172105E+10 0.775391E+09 0.110258E+10 0.350682E+10
     3976.00  0.177323E+10 0.685019E+09 0.120286E+10 0.328928E+10
     3986.00  0.181992E+10 0.598504E+09 0.130203E+10 0.307241E+10
     3996.00  0.186085E+10 0.516342E+09 0.139935E+10 0.285724E+10
     4006.00  0.189576E+10 0.438999E+09 0.149410E+10 0.264474E+10
     4016.00  0.192445E+10 0.366902E+09 0.158560E+10 0.243587E+10
     4026.00  0.194676E+10 0.300442E+09 0.167321E+10 0.223154E+10
     4036.00  0.196256E+10 0.239973E+09 0.175634E+10 0.203262E+10
     4046.00  0.197177E+10 0.185804E+09 0.183443E+10 0.183991E+10
